video başlığı,YouTube URL,video ID,kanal,tarih,dil,altyazı türü,TXT dosyası
Ben bir yıkılış çatırtısı duyuyorum…,https://www.youtube.com/watch?v=dfG8e351D8Q,dfG8e351D8Q,Nur Neva ,2026-09-12,-,yok,-
Hakikat!,https://www.youtube.com/watch?v=PpBtl6WvjM0,PpBtl6WvjM0,Nur Neva ,2026-09-11,tr,otomatik,002_Hakikat!.txt
Ehl-i gaflet dünyasının hakikatini tasvir eder levhadır,https://www.youtube.com/watch?v=A2ZDCXwvaHQ,A2ZDCXwvaHQ,Nur Neva ,2026-08-19,tr,otomatik,003_Ehl_i_gaflet_dünyasının_hakikatini_tasvir_eder_levhadır.txt
Hepsini bir bir anlatmış…,https://www.youtube.com/watch?v=qi7xhOyQVB0,qi7xhOyQVB0,Nur Neva ,2026-08-12,tr,otomatik,004_Hepsini_bir_bir_anlatmış….txt
"Bu asır gibi, evladın ihmal edildiği ikinci bir asır yoktur!",https://www.youtube.com/watch?v=TtcfGmLcg1M,TtcfGmLcg1M,Nur Neva ,2026-05-08,tr,otomatik,"005_Bu_asır_gibi,_evladın_ihmal_edildiği_ikinci_bir_asır_yoktur!.txt"
Yolda iseniz! Eğer yolda iseniz…,https://www.youtube.com/watch?v=LKFji_reMZs,LKFji_reMZs,Nur Neva ,2026-05-04,tr,otomatik,006_Yolda_iseniz!_Eğer_yolda_iseniz….txt
Herşeyi Ona (sav) borçluyuz…,https://www.youtube.com/watch?v=w1jrBiNY2KA,w1jrBiNY2KA,Nur Neva ,2026-04-26,tr,otomatik,007_Herşeyi_Ona_(sav)_borçluyuz….txt
İhlaslı Ellerle bu tohum atılmıştır!,https://www.youtube.com/watch?v=m9LMkwzDFZ4,m9LMkwzDFZ4,Nur Neva ,2026-04-25,tr,otomatik,008_İhlaslı_Ellerle_bu_tohum_atılmıştır!.txt
Aşıklar ölmez…,https://www.youtube.com/watch?v=Ef-FSO0Ob88,Ef-FSO0Ob88,Nur Neva ,2026-04-18,tr,otomatik,009_Aşıklar_ölmez….txt
Kastamonu Lahikası 52. Mektup,https://www.youtube.com/watch?v=qpNmV7_covw,qpNmV7_covw,Nur Neva ,2026-04-16,tr,otomatik,010_Kastamonu_Lahikası_52._Mektup.txt
Yaşanan dönemler…,https://www.youtube.com/watch?v=yWHzVLWqXoY,yWHzVLWqXoY,Nur Neva ,2026-04-12,tr,otomatik,011_Yaşanan_dönemler….txt
Nübüvvet verasetinden gelen yol…,https://www.youtube.com/watch?v=SWU4r3vh8B4,SWU4r3vh8B4,Nur Neva ,2026-04-10,tr,otomatik,012_Nübüvvet_verasetinden_gelen_yol….txt
"Üstadımızın talebeleri, Hocaefendi anlatıyor!",https://www.youtube.com/watch?v=uOEpYDy8pLY,uOEpYDy8pLY,Nur Neva ,2026-03-29,tr,otomatik,"013_Üstadımızın_talebeleri,_Hocaefendi_anlatıyor!.txt"
Bu işe sahip çıkın,https://www.youtube.com/watch?v=8wdjOGSK1K8,8wdjOGSK1K8,Nur Neva ,2026-03-28,tr,otomatik,014_Bu_işe_sahip_çıkın.txt
O (sav) latifti…,https://www.youtube.com/watch?v=LI6XZQDb6Ec,LI6XZQDb6Ec,Nur Neva ,2026-03-23,tr,otomatik,015_O_(sav)_latifti….txt
"Ben, hep onları bekledim ve bekleyeceğim…",https://www.youtube.com/watch?v=XxW6eKtnB20,XxW6eKtnB20,Nur Neva ,2026-03-21,tr,otomatik,"016_Ben,_hep_onları_bekledim_ve_bekleyeceğim….txt"
Heyet ve meşveretin önemi,https://www.youtube.com/watch?v=W_uQuz8AhyE,W_uQuz8AhyE,Nur Neva ,2026-03-17,tr,otomatik,017_Heyet_ve_meşveretin_önemi.txt
Nereye gitti küllahım?,https://www.youtube.com/watch?v=qkMAHbldY7Y,qkMAHbldY7Y,Nur Neva ,2026-03-16,tr,otomatik,018_Nereye_gitti_küllahım.txt
Hocaefendinin ilk vaazı,https://www.youtube.com/watch?v=Z92TUwWWUFo,Z92TUwWWUFo,Nur Neva ,2026-03-15,tr,otomatik,019_Hocaefendinin_ilk_vaazı.txt
Dünya muvazenesinde değişiklikler olacak…,https://www.youtube.com/watch?v=keILDqhrvC8,keILDqhrvC8,Nur Neva ,2026-03-14,tr,otomatik,020_Dünya_muvazenesinde_değişiklikler_olacak….txt
Katlanacaksınız…,https://www.youtube.com/watch?v=LLu1jWGQdW4,LLu1jWGQdW4,Nur Neva ,2026-03-14,tr,otomatik,021_Katlanacaksınız….txt
Öksürtmeden de vermiyorsun!,https://www.youtube.com/watch?v=uMp6sz7nDps,uMp6sz7nDps,Nur Neva ,2026-03-13,tr,otomatik,022_Öksürtmeden_de_vermiyorsun!.txt
Çarşıdaki insanların hepsi abid olacak…,https://www.youtube.com/watch?v=rDP2N-f4X10,rDP2N-f4X10,Nur Neva ,2026-03-13,tr,otomatik,023_Çarşıdaki_insanların_hepsi_abid_olacak….txt
"Hizmeti bırakıp, dünyaya meyl  edenler…",https://www.youtube.com/watch?v=Ur8Mt0jNcpg,Ur8Mt0jNcpg,Nur Neva ,2026-03-12,tr,otomatik,"024_Hizmeti_bırakıp,_dünyaya_meyl_edenler….txt"
"Hocaefendi, Üstadı anlatıyor…",https://www.youtube.com/watch?v=ebDm_HLoyls,ebDm_HLoyls,Nur Neva ,2026-03-12,tr,otomatik,"025_Hocaefendi,_Üstadı_anlatıyor….txt"
Deccal nasıl çıkacak?,https://www.youtube.com/watch?v=-dnNcvaz8k0,-dnNcvaz8k0,Nur Neva ,2026-03-12,tr,otomatik,026_Deccal_nasıl_çıkacak.txt
Problemi insanda çözme…,https://www.youtube.com/watch?v=-zM9iCSGhBw,-zM9iCSGhBw,Nur Neva ,2026-03-12,tr,otomatik,027_Problemi_insanda_çözme….txt
Coğrafyada yeni bir değişiklik olacak!,https://www.youtube.com/watch?v=TrU8vHgDF0I,TrU8vHgDF0I,Nur Neva ,2026-03-10,tr,otomatik,028_Coğrafyada_yeni_bir_değişiklik_olacak!.txt
Körfez Alev Alev!,https://www.youtube.com/watch?v=wTOj70c_5lY,wTOj70c_5lY,Nur Neva ,2026-03-09,tr,otomatik,029_Körfez_Alev_Alev!.txt
Yusuf olanlara selam olsun…,https://www.youtube.com/watch?v=smzic2rD5pk,smzic2rD5pk,Nur Neva ,2026-03-05,ko,otomatik,030_Yusuf_olanlara_selam_olsun….txt
"M.Fethullah Gülen, Prizma-1, 2025 sonrası nasıl olacak?",https://www.youtube.com/watch?v=XMPeAyvbt6c,XMPeAyvbt6c,Nur Neva ,2026-03-03,tr,otomatik,"031_M.Fethullah_Gülen,_Prizma_1,_2025_sonrası_nasıl_olacak.txt"
Mamaya felan ihtiyacımız yok!,https://www.youtube.com/watch?v=XL4-kY0HFcM,XL4-kY0HFcM,Nur Neva ,2026-03-02,tr,otomatik,032_Mamaya_felan_ihtiyacımız_yok!.txt
"En yakın oldukları halde, en uzak olabilirler…",https://www.youtube.com/watch?v=CKqV5hAz_bc,CKqV5hAz_bc,Nur Neva ,2026-03-02,tr,otomatik,"033_En_yakın_oldukları_halde,_en_uzak_olabilirler….txt"
Kapınıza gelecekler! “Bizi satın alın” diyecekler!,https://www.youtube.com/watch?v=iBoZFQzGfNY,iBoZFQzGfNY,Nur Neva ,2026-03-02,tr,otomatik,034_Kapınıza_gelecekler!_“Bizi_satın_alın”_diyecekler!.txt
"Hocaefendi, Mehdi ve Mesih açıklaması",https://www.youtube.com/watch?v=Lad2guRiVHo,Lad2guRiVHo,Nur Neva ,2026-03-02,tr,otomatik,"035_Hocaefendi,_Mehdi_ve_Mesih_açıklaması.txt"
World War 3 - 3. Dünya Savaşı,https://www.youtube.com/watch?v=J3wzrg92YEQ,J3wzrg92YEQ,Nur Neva ,2026-03-01,tr,otomatik,036_World_War_3_3._Dünya_Savaşı.txt
İlk Hizmet Evi nasıl kuruldu?,https://www.youtube.com/watch?v=brhCpdsVd4Q,brhCpdsVd4Q,Nur Neva ,2026-03-01,tr,otomatik,037_İlk_Hizmet_Evi_nasıl_kuruldu.txt
"Hocaefendi, Dedesi Şamil Ağa’yı anlatıyor",https://www.youtube.com/watch?v=vJ2x_naqs18,vJ2x_naqs18,Nur Neva ,2026-02-28,tr,otomatik,"038_Hocaefendi,_Dedesi_Şamil_Ağa’yı_anlatıyor.txt"
Küfre Denk bir iftiradır! Küfre Denk bir iftiradır!,https://www.youtube.com/watch?v=bkGTmerE4Vc,bkGTmerE4Vc,Nur Neva ,2026-02-27,tr,otomatik,039_Küfre_Denk_bir_iftiradır!_Küfre_Denk_bir_iftiradır!.txt
Hocaefendinin Yalova Hatırası,https://www.youtube.com/watch?v=K3z9TPcfjLo,K3z9TPcfjLo,Nur Neva ,2026-02-26,tr,otomatik,040_Hocaefendinin_Yalova_Hatırası.txt
Üstadın seccadesini yanımda taşıyorum…,https://www.youtube.com/watch?v=Hk4DnmuK-Jk,Hk4DnmuK-Jk,Nur Neva ,2026-02-26,tr,otomatik,041_Üstadın_seccadesini_yanımda_taşıyorum….txt
"Sarıklı-marıklı,cübbeli,Süfyana tabi olacak…",https://www.youtube.com/watch?v=xZ-oSymo95s,xZ-oSymo95s,Nur Neva ,2026-02-26,tr,otomatik,"042_Sarıklı_marıklı,cübbeli,Süfyana_tabi_olacak….txt"
Size bir soru sorsam!?,https://www.youtube.com/watch?v=yKXo4iFQ-9A,yKXo4iFQ-9A,Nur Neva ,2026-02-25,tr,otomatik,043_Size_bir_soru_sorsam!.txt
Garipler!,https://www.youtube.com/watch?v=N_7balzFxYQ,N_7balzFxYQ,Nur Neva ,2026-02-25,tr,otomatik,044_Garipler!.txt
Bediüzzaman’ın Korucuk Ziyareti,https://www.youtube.com/watch?v=56bmhbQ6l5Q,56bmhbQ6l5Q,Nur Neva ,2026-02-24,tr,otomatik,045_Bediüzzaman’ın_Korucuk_Ziyareti.txt
Cihan sizden ne bekliyor?,https://www.youtube.com/watch?v=CAYd8dgBMBM,CAYd8dgBMBM,Nur Neva ,2026-02-23,tr,otomatik,046_Cihan_sizden_ne_bekliyor.txt
Sen Türkiye’ye dön Üstad seni çağırıyor!,https://www.youtube.com/watch?v=6gRl-Pel9nM,6gRl-Pel9nM,Nur Neva ,2026-02-22,tr,otomatik,047_Sen_Türkiye’ye_dön_Üstad_seni_çağırıyor!.txt
Keşke! Keşke! Demiyeceksin…,https://www.youtube.com/watch?v=i0ORzMdwFMA,i0ORzMdwFMA,Nur Neva ,2026-02-20,tr,otomatik,048_Keşke!_Keşke!_Demiyeceksin….txt
Bu cemaate sesleniyorum!!!,https://www.youtube.com/watch?v=2Dq7C92PBYE,2Dq7C92PBYE,Nur Neva ,2026-02-19,tr,otomatik,049_Bu_cemaate_sesleniyorum!!!.txt
"Hocefendi, Zübeyir Abi ile ilgili hatıra anlatıyor...",https://www.youtube.com/watch?v=qJlHSKAs1UE,qJlHSKAs1UE,Nur Neva ,2026-02-18,tr,otomatik,"050_Hocefendi,_Zübeyir_Abi_ile_ilgili_hatıra_anlatıyor....txt"
Yayınlanmayan Emirdağ Mektuplarından,https://www.youtube.com/watch?v=nfX1ZpmqBpQ,nfX1ZpmqBpQ,Nur Neva ,2026-02-17,tr,otomatik,051_Yayınlanmayan_Emirdağ_Mektuplarından.txt
Yarım adım geri atmamışlardı…,https://www.youtube.com/watch?v=7OFik9GQRO4,7OFik9GQRO4,Nur Neva ,2026-02-17,tr,otomatik,052_Yarım_adım_geri_atmamışlardı….txt
Ağzımdan çıkan her söze dikkat ediyorum!,https://www.youtube.com/watch?v=6NgnBuwFd30,6NgnBuwFd30,Nur Neva ,2026-02-16,tr,otomatik,053_Ağzımdan_çıkan_her_söze_dikkat_ediyorum!.txt
“Sen de mi?” diye sorarlar!,https://www.youtube.com/watch?v=rCv0VRFal8o,rCv0VRFal8o,Nur Neva ,2026-02-16,tr,otomatik,054_“Sen_de_mi_”_diye_sorarlar!.txt
Senden alacaklarım var!,https://www.youtube.com/watch?v=qX3vUMUpmdY,qX3vUMUpmdY,Nur Neva ,2026-02-13,tr,otomatik,055_Senden_alacaklarım_var!.txt
"Üstad, sabaha kadar arı gibi vızıldardı!",https://www.youtube.com/watch?v=-AzYV1VI1r4,-AzYV1VI1r4,Nur Neva ,2026-02-13,tr,otomatik,"056_Üstad,_sabaha_kadar_arı_gibi_vızıldardı!.txt"
"Berzah Alemi ile temas, gece gerçekleşir…",https://www.youtube.com/watch?v=lP8D6pyYoBo,lP8D6pyYoBo,Nur Neva ,2026-02-12,tr,otomatik,"057_Berzah_Alemi_ile_temas,_gece_gerçekleşir….txt"
"Ağaçtan suya düşenler, kamp hatıraları…",https://www.youtube.com/watch?v=xKcJ27yxTbY,xKcJ27yxTbY,Nur Neva ,2026-02-12,tr,otomatik,"058_Ağaçtan_suya_düşenler,_kamp_hatıraları….txt"
"Hocaefendi, Üstadımızı anlatıyor…",https://www.youtube.com/watch?v=4ZQGMB_OyUY,4ZQGMB_OyUY,Nur Neva ,2026-02-11,tr,otomatik,"059_Hocaefendi,_Üstadımızı_anlatıyor….txt"
"Hocaefendi, Üstadımızı  Anlatıyor…",https://www.youtube.com/watch?v=cbzCa9pJSGU,cbzCa9pJSGU,Nur Neva ,2026-02-11,tr,otomatik,"060_Hocaefendi,_Üstadımızı_Anlatıyor….txt"
Üstadımız ve Hüseyin Tabancalı Ağabey,https://www.youtube.com/watch?v=DLLtM-7E3vY,DLLtM-7E3vY,Nur Neva ,2026-02-09,tr,otomatik,061_Üstadımız_ve_Hüseyin_Tabancalı_Ağabey.txt
Üstadımız ve Zübeyir Gündüzalp Ağabey,https://www.youtube.com/watch?v=RkMgsztRaME,RkMgsztRaME,Nur Neva ,2026-02-09,tr,otomatik,062_Üstadımız_ve_Zübeyir_Gündüzalp_Ağabey.txt
"Üstadın tespiti, Hocaefedinin yorumu…",https://www.youtube.com/watch?v=gPWJjDGPt_c,gPWJjDGPt_c,Nur Neva ,2026-02-06,tr,otomatik,"063_Üstadın_tespiti,_Hocaefedinin_yorumu….txt"
Hocaefendi anlatıyor. Ahmed Fevzi Ağabey,https://www.youtube.com/watch?v=Euyi3AoCbEg,Euyi3AoCbEg,Nur Neva ,2026-02-05,tr,otomatik,064_Hocaefendi_anlatıyor._Ahmed_Fevzi_Ağabey.txt
"Hocaefendi, Sungur Ağabey’i anlatıyor…",https://www.youtube.com/watch?v=23zK9cLvUvY,23zK9cLvUvY,Nur Neva ,2026-02-05,tr,otomatik,"065_Hocaefendi,_Sungur_Ağabey’i_anlatıyor….txt"
"Hocaefendi, Üstadımızı anlatıyor…",https://www.youtube.com/watch?v=u-kYm86BgRY,u-kYm86BgRY,Nur Neva ,2026-02-02,tr,otomatik,"066_Hocaefendi,_Üstadımızı_anlatıyor….txt"
Hamzanın hiç ağlayanı yok…,https://www.youtube.com/watch?v=O-1iY2gwz8A,O-1iY2gwz8A,Nur Neva ,2026-02-01,tr,otomatik,067_Hamzanın_hiç_ağlayanı_yok….txt
"Hocaefendi Anlatıyor, Dr. Sadullah Nutku",https://www.youtube.com/watch?v=c-OKvQT6R5Q,c-OKvQT6R5Q,Nur Neva ,2026-02-01,tr,otomatik,"068_Hocaefendi_Anlatıyor,_Dr._Sadullah_Nutku.txt"
Hocaefendi Hatırat Anlatıyor…,https://www.youtube.com/watch?v=RBCrpSdJxp8,RBCrpSdJxp8,Nur Neva ,2026-02-01,tr,otomatik,069_Hocaefendi_Hatırat_Anlatıyor….txt
Nurlu Rüyalar…,https://www.youtube.com/watch?v=0gWVcE4u3HI,0gWVcE4u3HI,Nur Neva ,2026-01-20,tr,otomatik,070_Nurlu_Rüyalar….txt
Aşılmaz,https://www.youtube.com/watch?v=peD1Sfh2oME,peD1Sfh2oME,Nur Neva ,2025-10-15,tr,otomatik,071_Aşılmaz.txt
Bir Hatıra “Bu sadece birisi….”,https://www.youtube.com/watch?v=2yQKts7Az6M,2yQKts7Az6M,Nur Neva ,2025-06-06,tr,otomatik,072_Bir_Hatıra_“Bu_sadece_birisi….”.txt
Bir Hatıra “Hizmette Sadakat”,https://www.youtube.com/watch?v=S4HW_5038AA,S4HW_5038AA,Nur Neva ,2025-06-02,tr,otomatik,073_Bir_Hatıra_“Hizmette_Sadakat”.txt
Yalnız sana “yâr” demiştik…,https://www.youtube.com/watch?v=vvEUGfDKZOQ,vvEUGfDKZOQ,Nur Neva ,2025-05-27,tr,otomatik,074_Yalnız_sana_“yâr”_demiştik….txt
Gıybet ve helalleşme…,https://www.youtube.com/watch?v=fiXBaHPgq5g,fiXBaHPgq5g,Nur Neva ,2025-05-14,tr,otomatik,075_Gıybet_ve_helalleşme….txt
Hz. Ali ve irşad,https://www.youtube.com/watch?v=J0EAGq-0zHg,J0EAGq-0zHg,Nur Neva ,2025-05-13,tr,otomatik,076_Hz._Ali_ve_irşad.txt
Sizi çekemeyen dünya kadar insan var!,https://www.youtube.com/watch?v=lYbC6Lp7fGQ,lYbC6Lp7fGQ,Nur Neva ,2025-05-09,tr,otomatik,077_Sizi_çekemeyen_dünya_kadar_insan_var!.txt
Kıvamın korunması…,https://www.youtube.com/watch?v=D1_Ocvh-090,D1_Ocvh-090,Nur Neva ,2025-05-09,tr,otomatik,078_Kıvamın_korunması….txt
Dünyaya talip olma!,https://www.youtube.com/watch?v=rJ9S-DPVpjE,rJ9S-DPVpjE,Nur Neva ,2025-05-09,tr,otomatik,079_Dünyaya_talip_olma!.txt
Bir Hatıra…,https://www.youtube.com/watch?v=YoHzbezYx70,YoHzbezYx70,Nur Neva ,2025-05-07,tr,otomatik,080_Bir_Hatıra….txt
İnanmıyorum…,https://www.youtube.com/watch?v=inxnltzH2mk,inxnltzH2mk,Nur Neva ,2025-05-05,tr,otomatik,081_İnanmıyorum….txt
Hacı Hasan Ergüner Ağabeyden…,https://www.youtube.com/watch?v=SqAol4d446g,SqAol4d446g,Nur Neva ,2025-04-24,tr,otomatik,082_Hacı_Hasan_Ergüner_Ağabeyden….txt
Bir Hatıra “Zalimler için yaşasın Cehennem!!!”,https://www.youtube.com/watch?v=hg9rRRa9FU4,hg9rRRa9FU4,Nur Neva ,2025-04-21,tr,otomatik,083_Bir_Hatıra_“Zalimler_için_yaşasın_Cehennem!!!”.txt
Bir Hatıra “Tevazu”,https://www.youtube.com/watch?v=NdmTe6wBgSE,NdmTe6wBgSE,Nur Neva ,2025-04-20,tr,otomatik,084_Bir_Hatıra_“Tevazu”.txt
Bir Hatıra “Harama Nazar…”,https://www.youtube.com/watch?v=eeFIcQSuZuM,eeFIcQSuZuM,Nur Neva ,2025-04-20,tr,otomatik,085_Bir_Hatıra_“Harama_Nazar…”.txt
"Bir Hatıra “Kuvvet var, fakat istimal etme yok”",https://www.youtube.com/watch?v=1ltw1UseDUA,1ltw1UseDUA,Nur Neva ,2025-04-16,tr,otomatik,"086_Bir_Hatıra_“Kuvvet_var,_fakat_istimal_etme_yok”.txt"
Milyonların imanını kurtarmasına vesile olan Üstadı Azâm!,https://www.youtube.com/watch?v=j-nXVS5TXKc,j-nXVS5TXKc,Nur Neva ,2025-04-15,tr,otomatik,087_Milyonların_imanını_kurtarmasına_vesile_olan_Üstadı_Azâm!.txt
Bir Hatıra “Afyon Hapishanesi ve soğuk”,https://www.youtube.com/watch?v=Lm5-mMMJE4o,Lm5-mMMJE4o,Nur Neva ,2025-04-13,tr,otomatik,088_Bir_Hatıra_“Afyon_Hapishanesi_ve_soğuk”.txt
Bir Hatıra “Hacı Hafız Mehmed”,https://www.youtube.com/watch?v=bDSa8PcK-Oo,bDSa8PcK-Oo,Nur Neva ,2025-04-12,tr,otomatik,089_Bir_Hatıra_“Hacı_Hafız_Mehmed”.txt
Bir Hatıra “Tahta Kulübe”,https://www.youtube.com/watch?v=gPZsnyM9W1c,gPZsnyM9W1c,Nur Neva ,2025-04-12,tr,otomatik,090_Bir_Hatıra_“Tahta_Kulübe”.txt
Bir Hatıra “Emirdağ Lahikası”,https://www.youtube.com/watch?v=QuLKhgR0lcE,QuLKhgR0lcE,Nur Neva ,2025-04-12,tr,otomatik,091_Bir_Hatıra_“Emirdağ_Lahikası”.txt
Bir Hatıra “Barla ve çınar ağacı”,https://www.youtube.com/watch?v=YLH7L80aJkY,YLH7L80aJkY,Nur Neva ,2025-04-11,tr,otomatik,092_Bir_Hatıra_“Barla_ve_çınar_ağacı”.txt
Bir Hatıra “Askeriyede bir ruh var…”,https://www.youtube.com/watch?v=ysJOmWF519U,ysJOmWF519U,Nur Neva ,2025-04-11,tr,otomatik,093_Bir_Hatıra_“Askeriyede_bir_ruh_var…”.txt
Bir Hatıra “Üstad Hazretleri ve yılan…”,https://www.youtube.com/watch?v=O5WxGx7ycn0,O5WxGx7ycn0,Nur Neva ,2025-04-11,tr,otomatik,094_Bir_Hatıra_“Üstad_Hazretleri_ve_yılan…”.txt
Bir Hatıra…,https://www.youtube.com/watch?v=XjYISQg1sSw,XjYISQg1sSw,Nur Neva ,2025-04-11,tr,otomatik,095_Bir_Hatıra….txt
Kastamonu Lahikası,https://www.youtube.com/watch?v=A7_ZTjLyk9E,A7_ZTjLyk9E,Nur Neva ,2025-04-10,tr,otomatik,096_Kastamonu_Lahikası.txt
"23. Söz “Gördüm ki, ben bir yolcuyum…”",https://www.youtube.com/watch?v=t0ttMX5iRuM,t0ttMX5iRuM,Nur Neva ,2025-04-10,tr,otomatik,"097_23._Söz_“Gördüm_ki,_ben_bir_yolcuyum…”.txt"
Madem Dünya fanidir…,https://www.youtube.com/watch?v=rAn-HYUDNE8,rAn-HYUDNE8,Nur Neva ,2025-04-09,tr,otomatik,098_Madem_Dünya_fanidir….txt
Hocamıza olan itimadımız TAM!,https://www.youtube.com/watch?v=w2-Dtv-MKtQ,w2-Dtv-MKtQ,Nur Neva ,2025-04-08,tr,otomatik,099_Hocamıza_olan_itimadımız_TAM!.txt
Bu dünya darü'l-hizmettir; ücret almak yeri değildir.,https://www.youtube.com/watch?v=RFQc7QL4_6Q,RFQc7QL4_6Q,Nur Neva ,2025-04-07,tr,otomatik,100_Bu_dünya_darü'l_hizmettir;_ücret_almak_yeri_değildir..txt
"Sizi utandırmamak için, borç bile istemedim!",https://www.youtube.com/watch?v=dlqudSmN0y0,dlqudSmN0y0,Nur Neva ,2025-04-06,tr,otomatik,"101_Sizi_utandırmamak_için,_borç_bile_istemedim!.txt"
Ağlayan Hurma Kütüğü…,https://www.youtube.com/watch?v=J5kpBkIg_kI,J5kpBkIg_kI,Nur Neva ,2025-04-06,tr,otomatik,102_Ağlayan_Hurma_Kütüğü….txt
26. Lem’a - 13. Rica,https://www.youtube.com/watch?v=lYRlh99xoNc,lYRlh99xoNc,Nur Neva ,2025-04-05,tr,otomatik,103_26._Lem’a_13._Rica.txt
Dua…,https://www.youtube.com/watch?v=AE2mYXAZOI0,AE2mYXAZOI0,Nur Neva ,2025-04-04,tr,otomatik,104_Dua….txt
"Tevhidin, küfürle mücadelesi…",https://www.youtube.com/watch?v=cEptLET3Rog,cEptLET3Rog,Nur Neva ,2025-04-04,tr,otomatik,"105_Tevhidin,_küfürle_mücadelesi….txt"
"Sahabe konuştuğu zaman, evlerin şekli şemali değişiyordu…",https://www.youtube.com/watch?v=obLTT5LAmNU,obLTT5LAmNU,Nur Neva ,2025-04-04,tr,otomatik,"106_Sahabe_konuştuğu_zaman,_evlerin_şekli_şemali_değişiyordu….txt"
13. Söz,https://www.youtube.com/watch?v=gTSwXodDkRY,gTSwXodDkRY,Nur Neva ,2025-04-03,ko,otomatik,107_13._Söz.txt
"Üstada ve Risalelere beraat veren, Hakime Hesna Şener",https://www.youtube.com/watch?v=pho0iM3Mmrs,pho0iM3Mmrs,Nur Neva ,2025-04-02,tr,otomatik,"108_Üstada_ve_Risalelere_beraat_veren,_Hakime_Hesna_Şener.txt"
Kabirde ağlatacaklar! Nasıl yaparız ağlatacaklar?,https://www.youtube.com/watch?v=qzpcM7BZYLA,qzpcM7BZYLA,Nur Neva ,2025-04-02,tr,otomatik,109_Kabirde_ağlatacaklar!_Nasıl_yaparız_ağlatacaklar.txt
Yollarda takılıp kalmadan… Cemaati terk etmeden…,https://www.youtube.com/watch?v=0-Xg-B3lmk4,0-Xg-B3lmk4,Nur Neva ,2025-04-02,tr,otomatik,110_Yollarda_takılıp_kalmadan…_Cemaati_terk_etmeden….txt
Allah’a muhabbet beslemek…,https://www.youtube.com/watch?v=_ABu5Caz3pM,_ABu5Caz3pM,Nur Neva ,2025-04-02,tr,otomatik,111_Allah’a_muhabbet_beslemek….txt
Dönersek kalleşiz! Dönersek kalleşiz!!!,https://www.youtube.com/watch?v=HCOvJB8HmOc,HCOvJB8HmOc,Nur Neva ,2025-04-01,en,otomatik,112_Dönersek_kalleşiz!_Dönersek_kalleşiz!!!.txt
Unutamam seni!,https://www.youtube.com/watch?v=B001YwWmjGE,B001YwWmjGE,Nur Neva ,2025-03-31,tr,otomatik,113_Unutamam_seni!.txt
Hocaefendinin bizlerle beraber olmadığı ilk bayram…,https://www.youtube.com/watch?v=U3J6jr2p7UU,U3J6jr2p7UU,Nur Neva ,2025-03-30,tr,otomatik,114_Hocaefendinin_bizlerle_beraber_olmadığı_ilk_bayram….txt
Davranın! Çoğu gitti! Azı kaldı!!!,https://www.youtube.com/watch?v=CQ5-0Vr1nes,CQ5-0Vr1nes,Nur Neva ,2025-03-30,tr,otomatik,115_Davranın!_Çoğu_gitti!_Azı_kaldı!!!.txt
Böyle bir aşk görülmemiş dünyada…,https://www.youtube.com/watch?v=wxre_k0Pq3s,wxre_k0Pq3s,Nur Neva ,2025-03-29,tr,otomatik,116_Böyle_bir_aşk_görülmemiş_dünyada….txt
Akşam Namazı,https://www.youtube.com/watch?v=UH4ZMMu_QmE,UH4ZMMu_QmE,Nur Neva ,2025-03-28,tr,otomatik,117_Akşam_Namazı.txt
Elveda Ey Ramazan!,https://www.youtube.com/watch?v=QZ3I3P2wj1M,QZ3I3P2wj1M,Nur Neva ,2025-03-27,tr,otomatik,118_Elveda_Ey_Ramazan!.txt
İmamı Rabbani Hazretleri şöyle buyurmuştur…,https://www.youtube.com/watch?v=lLqrxrvWLgw,lLqrxrvWLgw,Nur Neva ,2025-03-27,tr,otomatik,119_İmamı_Rabbani_Hazretleri_şöyle_buyurmuştur….txt
Kadir Gecesi,https://www.youtube.com/watch?v=_6xkUejh0ME,_6xkUejh0ME,Nur Neva ,2025-03-26,tr,otomatik,120_Kadir_Gecesi.txt
Tevbe Suresi - 24. Ayet,https://www.youtube.com/watch?v=WIeutFmLlGQ,WIeutFmLlGQ,Nur Neva ,2025-03-24,en,otomatik,121_Tevbe_Suresi_24._Ayet.txt
“Ağaç kökü yesinler”,https://www.youtube.com/watch?v=TqE-BKOQuR8,TqE-BKOQuR8,Nur Neva ,2025-03-24,ar,otomatik,122_“Ağaç_kökü_yesinler”.txt
Allah desteklemezse…,https://www.youtube.com/watch?v=5pjMLAcFpSs,5pjMLAcFpSs,Nur Neva ,2025-03-24,tr,otomatik,123_Allah_desteklemezse….txt
Bana hızırı bulun…,https://www.youtube.com/watch?v=tvEW8akqxN8,tvEW8akqxN8,Nur Neva ,2025-03-23,tr,otomatik,124_Bana_hızırı_bulun….txt
Herşey aslına rücû eder…,https://www.youtube.com/watch?v=XHl83pPb3K8,XHl83pPb3K8,Nur Neva ,2025-03-23,tr,otomatik,125_Herşey_aslına_rücû_eder….txt
Uzay gemileri yapılacak!,https://www.youtube.com/watch?v=NnaJ99lDARc,NnaJ99lDARc,Nur Neva ,2025-03-23,tr,otomatik,126_Uzay_gemileri_yapılacak!.txt
Mürşid,https://www.youtube.com/watch?v=OXK_utF_s6Y,OXK_utF_s6Y,Nur Neva ,2025-03-23,tr,otomatik,127_Mürşid.txt
