video başlığı,YouTube URL,video ID,kanal,tarih,dil,altyazı türü,TXT dosyası
Hizmet Yepyeni Bir Rönesans Sancısı İçinde... Kubbe Çatırdarken - M. Nedim Hazar,https://www.youtube.com/watch?v=z6jQzmCQiGU,z6jQzmCQiGU,Nur Neva ,2023-11-10,tr,otomatik,497_Hizmet_Yepyeni_Bir_Rönesans_Sancısı_İçinde..._Kubbe_Çatırdarken_M._Nedim_Hazar.txt
Muhterem Hocaefendi - Ne Zaman Bir Problemle İlgili Sıkışsam Risale-i Nurda...,https://www.youtube.com/watch?v=9VampJ1Ddg0,9VampJ1Ddg0,Nur Neva ,2023-11-10,tr,otomatik,498_Muhterem_Hocaefendi_Ne_Zaman_Bir_Problemle_İlgili_Sıkışsam_Risale_i_Nurda....txt
Aldıkça Çoğalan Büyülü Bir Hazine: Risale-i Nur - M. Nedim Hazar,https://www.youtube.com/watch?v=8voQnqdwoxc,8voQnqdwoxc,Nur Neva ,2023-11-10,tr,otomatik,499_Aldıkça_Çoğalan_Büyülü_Bir_Hazine_Risale_i_Nur_M._Nedim_Hazar.txt
"Bediüzzaman Sonraki Nesilde Ancak Anlaşılabildi, Hizmet İse... - M. Nedim Hazar",https://www.youtube.com/watch?v=RvW7Zllomwo,RvW7Zllomwo,Nur Neva ,2023-11-10,tr,otomatik,"500_Bediüzzaman_Sonraki_Nesilde_Ancak_Anlaşılabildi,_Hizmet_İse..._M._Nedim_Hazar.txt"
"""20. Asrın başında durmuş bakıyorum"" - M. Nedim Hazar",https://www.youtube.com/watch?v=7ENWpQp2HZM,7ENWpQp2HZM,Nur Neva ,2023-11-09,tr,otomatik,501_20._Asrın_başında_durmuş_bakıyorum_M._Nedim_Hazar.txt
"""Biz okurken dehşete düşüyoruz Bediüzzaman yazarken..."" - M. Nedim Hazar",https://www.youtube.com/watch?v=7TbxP3ncY4A,7TbxP3ncY4A,Nur Neva ,2023-11-09,tr,otomatik,502_Biz_okurken_dehşete_düşüyoruz_Bediüzzaman_yazarken..._M._Nedim_Hazar.txt
"""Lahikalardaki Ağabeyler Dünyaya Kapanmışlar Hepsi Üstadımıza Yönelmişler""",https://www.youtube.com/watch?v=kEqw1US7NXk,kEqw1US7NXk,Nur Neva ,2023-11-09,tr,otomatik,503_Lahikalardaki_Ağabeyler_Dünyaya_Kapanmışlar_Hepsi_Üstadımıza_Yönelmişler.txt
"""Lahikalarda Yüzlerce Ağabeyin Mektubu Olmasına Rağmen Sanki Tek Kalemden Çıkmış Gibi"" - Ahmet Ersöz",https://www.youtube.com/watch?v=Qt8f9UhQFVk,Qt8f9UhQFVk,Nur Neva ,2023-11-09,tr,otomatik,504_Lahikalarda_Yüzlerce_Ağabeyin_Mektubu_Olmasına_Rağmen_Sanki_Tek_Kalemden_Çıkmış.txt
Muhterem Hocaefendi: 'Biz Her Şeyi İlk Defa Bediüzzaman'da Gördük',https://www.youtube.com/watch?v=7-lrP5btI4g,7-lrP5btI4g,Nur Neva ,2023-11-02,tr,otomatik,505_Muhterem_Hocaefendi_'Biz_Her_Şeyi_İlk_Defa_Bediüzzaman'da_Gördük'.txt
Muayyen Günlerde Duaya/Cevşene Devam Etmenin ÖNEMİ - Dr. Adem Akıncı,https://www.youtube.com/watch?v=jyiQMuFxY_g,jyiQMuFxY_g,Nur Neva ,2023-10-13,tr,otomatik,506_Muayyen_Günlerde_Duaya_Cevşene_Devam_Etmenin_ÖNEMİ_Dr._Adem_Akıncı.txt
Manevi Korunma İçin Tekvir Süresi İlk 9 Ayet 9 Kere - Dr. Adem Akıncı,https://www.youtube.com/watch?v=fH2P9Zlv5F8,fH2P9Zlv5F8,Nur Neva ,2023-10-13,tr,otomatik,507_Manevi_Korunma_İçin_Tekvir_Süresi_İlk_9_Ayet_9_Kere_Dr._Adem_Akıncı.txt
"Muhterem Hocaefendi: ""Bu Süreçten Çıkmanın Yolu"" - Dr. Adem Akıncı",https://www.youtube.com/watch?v=Go5nPTY5avo,Go5nPTY5avo,Nur Neva ,2023-10-13,tr,otomatik,508_Muhterem_Hocaefendi_Bu_Süreçten_Çıkmanın_Yolu_Dr._Adem_Akıncı.txt
İhlas ve Uhuvvet Risalelerinin GÜNÜMÜZDEKİ AYRI ÖNEMİ - Dr. Adem Akıncı,https://www.youtube.com/watch?v=zOOrmZixmZc,zOOrmZixmZc,Nur Neva ,2023-10-13,tr,otomatik,509_İhlas_ve_Uhuvvet_Risalelerinin_GÜNÜMÜZDEKİ_AYRI_ÖNEMİ_Dr._Adem_Akıncı.txt
Hangi Renkler Nazarı Çeker - Dr. Adem Akıncı,https://www.youtube.com/watch?v=p49LEAZ6BpQ,p49LEAZ6BpQ,Nur Neva ,2023-10-13,tr,otomatik,510_Hangi_Renkler_Nazarı_Çeker_Dr._Adem_Akıncı.txt
Nazarın Belirtileri Nelerdir / Nazarın Tesiri Çok Uzun Sürmez! - Dr. Adem Akıncı,https://www.youtube.com/watch?v=YQnY9D0XkWo,YQnY9D0XkWo,Nur Neva ,2023-10-12,tr,otomatik,511_Nazarın_Belirtileri_Nelerdir_Nazarın_Tesiri_Çok_Uzun_Sürmez!_Dr._Adem_Akıncı.txt
Küçük Çocuklara Çok Nazar Değer! - Dr. Adem Akıncı,https://www.youtube.com/watch?v=G0zXXnHR6Rs,G0zXXnHR6Rs,Nur Neva ,2023-10-12,tr,otomatik,512_Küçük_Çocuklara_Çok_Nazar_Değer!_Dr._Adem_Akıncı.txt
Evlere Arabalara Nazar Değer! - Dr. Adem Akıncı,https://www.youtube.com/watch?v=N54XA8-YDBs,N54XA8-YDBs,Nur Neva ,2023-10-12,tr,otomatik,513_Evlere_Arabalara_Nazar_Değer!_Dr._Adem_Akıncı.txt
Nazara Karşı 7 Defa Kalem Süresi Son 2 Ayet ve Kelimetullah Duası - Dr. Adem Akıncı,https://www.youtube.com/watch?v=rbAzig2zRQc,rbAzig2zRQc,Nur Neva ,2023-10-12,tr,otomatik,514_Nazara_Karşı_7_Defa_Kalem_Süresi_Son_2_Ayet_ve_Kelimetullah_Duası_Dr._Adem_Akınc.txt
Bela ve Musibetlerle Dereceler Yükseliyor - Dr. Adem Akıncı,https://www.youtube.com/watch?v=v0z5D631vW8,v0z5D631vW8,Nur Neva ,2023-10-12,tr,otomatik,515_Bela_ve_Musibetlerle_Dereceler_Yükseliyor_Dr._Adem_Akıncı.txt
Ateizmin İddalarına Cevaplar 5 - İbrahimi Dinlerin Kaynağı Sümerliler - Dr. Ömer Atilla Ergi,https://www.youtube.com/watch?v=r96jwxhK_Lg,r96jwxhK_Lg,Nur Neva ,2023-10-07,tr,otomatik,516_Ateizmin_İddalarına_Cevaplar_5_İbrahimi_Dinlerin_Kaynağı_Sümerliler_Dr._Ömer_Ati.txt
Ateizmin İddalarına Cevaplar 4 - Evrende Tasarım Yok - Dr. Ömer Atilla Ergi,https://www.youtube.com/watch?v=gPHskIa3Rlc,gPHskIa3Rlc,Nur Neva ,2023-10-07,tr,otomatik,517_Ateizmin_İddalarına_Cevaplar_4_Evrende_Tasarım_Yok_Dr._Ömer_Atilla_Ergi.txt
Ateizmin İddalarına Cevaplar 3 - Nedensellik İlkesi - Dr. Ömer Atilla Ergi,https://www.youtube.com/watch?v=muY7fFseNJ4,muY7fFseNJ4,Nur Neva ,2023-10-07,tr,otomatik,518_Ateizmin_İddalarına_Cevaplar_3_Nedensellik_İlkesi_Dr._Ömer_Atilla_Ergi.txt
Ateizmin İddalarına Cevaplar 2 - Evren Tamamen Kaotik Bir Ortam - Dr. Ömer Atilla Ergi,https://www.youtube.com/watch?v=PkzJA0kO0J8,PkzJA0kO0J8,Nur Neva ,2023-10-07,tr,otomatik,519_Ateizmin_İddalarına_Cevaplar_2_Evren_Tamamen_Kaotik_Bir_Ortam_Dr._Ömer_Atilla_Er.txt
Ateizmin İddalarına Cevaplar 1 - Zariyat Süresi 47. Ayet - Dr. Ömer Atilla Ergi,https://www.youtube.com/watch?v=tMDkYZJ4vFc,tMDkYZJ4vFc,Nur Neva ,2023-10-07,tr,otomatik,520_Ateizmin_İddalarına_Cevaplar_1_Zariyat_Süresi_47._Ayet_Dr._Ömer_Atilla_Ergi.txt
İSKİLİPLİ ÂTIF HOCA,https://www.youtube.com/watch?v=CzMRc2uKafw,CzMRc2uKafw,Nur Neva ,2023-09-24,tr,otomatik,521_İSKİLİPLİ_ÂTIF_HOCA.txt
Pırlantaların Bir Kur’ânî Üslubu - MUKABELELER / TEKÂBÜL - Cemal Türk,https://www.youtube.com/watch?v=Mbc9l2Fimas,Mbc9l2Fimas,Nur Neva ,2023-09-24,tr,otomatik,522_Pırlantaların_Bir_Kur’ânî_Üslubu_MUKABELELER_TEKÂBÜL_Cemal_Türk.txt
Nur talebelerine ve diğer cemaatlere karşı duruşumuz,https://www.youtube.com/watch?v=yNRZdpl7zcQ,yNRZdpl7zcQ,Nur Neva ,2023-09-17,tr,otomatik,523_Nur_talebelerine_ve_diğer_cemaatlere_karşı_duruşumuz.txt
Kişisel Rönesans nedir? Nasıl yaşanır? - M. Nedim Hazar,https://www.youtube.com/watch?v=5jLwkt68FJ0,5jLwkt68FJ0,Nur Neva ,2023-09-14,tr,otomatik,524_Kişisel_Rönesans_nedir_Nasıl_yaşanır_M._Nedim_Hazar.txt
Onca Teknolojik İmkana Rağmen 10'da 1'ini Yazabilir misiniz - M. Nedim Hazar,https://www.youtube.com/watch?v=TU_e6LiclYw,TU_e6LiclYw,Nur Neva ,2023-09-14,tr,otomatik,525_Onca_Teknolojik_İmkana_Rağmen_10'da_1'ini_Yazabilir_misiniz_M._Nedim_Hazar.txt
Küfrün Şahsi Manevisinin Metafizik Tarafı - Seyid Nurfethi Erkal,https://www.youtube.com/watch?v=gLOIZDB2wYY,gLOIZDB2wYY,Nur Neva ,2023-08-21,tr,otomatik,526_Küfrün_Şahsi_Manevisinin_Metafizik_Tarafı_Seyid_Nurfethi_Erkal.txt
Zaman - Sonsuzluk - Ezel - Ebed - Tekillik(Singularity) Kavramları Üzerine - Seyid Nurfethi Erkal,https://www.youtube.com/watch?v=lVBSTgtl6D0,lVBSTgtl6D0,Nur Neva ,2023-08-21,tr,otomatik,527_Zaman_Sonsuzluk_Ezel_Ebed_Tekillik(Singularity)_Kavramları_Üzerine_Seyid_Nurfeth.txt
Esir Maddesine Dair - Seyid Nurfethi Erkal,https://www.youtube.com/watch?v=CzQKQy4n8PM,CzQKQy4n8PM,Nur Neva ,2023-08-21,tr,otomatik,528_Esir_Maddesine_Dair_Seyid_Nurfethi_Erkal.txt
İslam'ın Manevi Ordusu = El-Kulûbu'd Dâria - Seyid Nurfethi Erkal,https://www.youtube.com/watch?v=43C1k_6WDys,43C1k_6WDys,Nur Neva ,2023-08-21,tr,otomatik,529_İslam'ın_Manevi_Ordusu_=_El_Kulûbu'd_Dâria_Seyid_Nurfethi_Erkal.txt
Dersèn Risaleyèn Nur - Mucîzeyèn Ehmedî(e.s.w) --  Abdurrahman Cellek,https://www.youtube.com/watch?v=cqoN0MeY9a4,cqoN0MeY9a4,Nur Neva ,2023-08-17,ar,otomatik,530_Dersèn_Risaleyèn_Nur_Mucîzeyèn_Ehmedî(e.s.w)_Abdurrahman_Cellek.txt
Yeni Said Dönemi Üstad'ın Hizmet Metodundaki Bir Değişikliktir - Dr. Adem Akıncı,https://www.youtube.com/watch?v=lGwZFDKnsa4,lGwZFDKnsa4,Nur Neva ,2023-08-16,tr,otomatik,531_Yeni_Said_Dönemi_Üstad'ın_Hizmet_Metodundaki_Bir_Değişikliktir_Dr._Adem_Akıncı.txt
Celcelutiye Duasının Önemi Nedir? Bugünlere Bakan Yönü Var Mıdır?  - Dr. Adem Akıncı,https://www.youtube.com/watch?v=P2Ft4eyb8yo,P2Ft4eyb8yo,Nur Neva ,2023-08-03,tr,otomatik,532_Celcelutiye_Duasının_Önemi_Nedir_Bugünlere_Bakan_Yönü_Var_Mıdır_Dr._Adem_Akıncı.txt
Kelimetullah'taki Sır Nedir? Kelimetullah ile dua etmenin önemi nedir? - Dr. Adem Akıncı,https://www.youtube.com/watch?v=ggLm3H8f4ys,ggLm3H8f4ys,Nur Neva ,2023-08-03,tr,otomatik,533_Kelimetullah'taki_Sır_Nedir_Kelimetullah_ile_dua_etmenin_önemi_nedir_Dr._Adem_Ak.txt
El Kulubud Daria'daki Çok Tesirli Çok Etkili Çok Kapsamlı Çok Kuşatıcı Bölüm  - Dr. Adem Akıncı,https://www.youtube.com/watch?v=DiA7RzWBReg,DiA7RzWBReg,Nur Neva ,2023-08-03,tr,otomatik,534_El_Kulubud_Daria'daki_Çok_Tesirli_Çok_Etkili_Çok_Kapsamlı_Çok_Kuşatıcı_Bölüm_Dr..txt
Muhterem Hocaefendi'nin Tavsiye Ettiği 19 Defa Okunacak Şifa Duası - Dr. Adem Akıncı,https://www.youtube.com/watch?v=YorhPd_oXmc,YorhPd_oXmc,Nur Neva ,2023-08-03,tr,otomatik,535_Muhterem_Hocaefendi'nin_Tavsiye_Ettiği_19_Defa_Okunacak_Şifa_Duası_Dr._Adem_Akın.txt
Soru / Cevap ve Hasbihal -- Necdet Içel,https://www.youtube.com/watch?v=dur6aPpbcO0,dur6aPpbcO0,Nur Neva ,2023-08-01,tr,otomatik,536_Soru_Cevap_ve_Hasbihal_Necdet_Içel.txt
Osmanlı  Biliminde Muhteşem Yüzyıl -- Prof. Dr. Salim Aydüz,https://www.youtube.com/watch?v=kzDDsGHI-Zk,kzDDsGHI-Zk,Nur Neva ,2023-08-01,tr,otomatik,537_Osmanlı_Biliminde_Muhteşem_Yüzyıl_Prof._Dr._Salim_Aydüz.txt
Islam Dininde Muharrem Kültürü ve Hicri Yılbaşı  -- Dr. Hüseyin Kara,https://www.youtube.com/watch?v=w4AIOZAkAeA,w4AIOZAkAeA,Nur Neva ,2023-07-29,tr,otomatik,538_Islam_Dininde_Muharrem_Kültürü_ve_Hicri_Yılbaşı_Dr._Hüseyin_Kara.txt
Zikir ve Dua'da Esma-i Hüsna -- Mustafa Yılmaz,https://www.youtube.com/watch?v=lXWaerpnGK8,lXWaerpnGK8,Nur Neva ,2023-07-27,tr,otomatik,539_Zikir_ve_Dua'da_Esma_i_Hüsna_Mustafa_Yılmaz.txt
Kuran 'dan Idrake Yansıyanlar - Kehf Süresi (50-85-90) - Dr.Hüseyin Kara,https://www.youtube.com/watch?v=UyCDJuuB4wc,UyCDJuuB4wc,Nur Neva ,2023-07-23,tr,otomatik,540_Kuran_'dan_Idrake_Yansıyanlar_Kehf_Süresi_(50_85_90)_Dr.Hüseyin_Kara.txt
BİR SAHÂBÎ 5- EBU MAHZURE - Necdet Aydin,https://www.youtube.com/watch?v=0BNu6VT7TaQ,0BNu6VT7TaQ,Nur Neva ,2023-07-23,tr,otomatik,541_BİR_SAHÂBÎ_5_EBU_MAHZURE_Necdet_Aydin.txt
SEVGİ VE EYLEM  AKSİYON,https://www.youtube.com/watch?v=JG7ThniQvwU,JG7ThniQvwU,Nur Neva ,2023-07-12,tr,otomatik,542_SEVGİ_VE_EYLEM_AKSİYON.txt
Adzan merdu di Malaysia dan Indonesia Siapa yang terbaik,https://www.youtube.com/watch?v=6LjcaiBRNS0,6LjcaiBRNS0,Nur Neva ,2023-07-06,en,otomatik,543_Adzan_merdu_di_Malaysia_dan_Indonesia_Siapa_yang_terbaik.txt
Mustafa Fidan ile Diyalog Yolları ve Yaşanmıs Örnekler 1 -- Prof.Dr. Şerif Ali Tekalan,https://www.youtube.com/watch?v=6WZPfT8C7D8,6WZPfT8C7D8,Nur Neva ,2023-07-05,tr,otomatik,544_Mustafa_Fidan_ile_Diyalog_Yolları_ve_Yaşanmıs_Örnekler_1_Prof.Dr._Şerif_Ali_Teka.txt
"Modern Tıp, Tıbb-ı Nebevi ve Dua Dengesi -- Prof. Dr. Irfan Yılmaz",https://www.youtube.com/watch?v=ZJpQg3e1AIg,ZJpQg3e1AIg,Nur Neva ,2023-07-04,tr,otomatik,"545_Modern_Tıp,_Tıbb_ı_Nebevi_ve_Dua_Dengesi_Prof._Dr._Irfan_Yılmaz.txt"
Modern Dünya Tuzakları ve Hizmet Hareketi --  Prof.Dr. Adnan Aslan,https://www.youtube.com/watch?v=GMJi59-4h-8,GMJi59-4h-8,Nur Neva ,2023-06-30,tr,otomatik,546_Modern_Dünya_Tuzakları_ve_Hizmet_Hareketi_Prof.Dr._Adnan_Aslan.txt
Mesnevi-i Nuriye -Hubab -- Cemil Tokpınar,https://www.youtube.com/watch?v=TUxZvdr_mrk,TUxZvdr_mrk,Nur Neva ,2023-06-29,tr,otomatik,547_Mesnevi_i_Nuriye_Hubab_Cemil_Tokpınar.txt
Olaylar ve Dualar -- Mustafa Yılmaz,https://www.youtube.com/watch?v=SJ-93vLzHpk,SJ-93vLzHpk,Nur Neva ,2023-06-27,tr,otomatik,548_Olaylar_ve_Dualar_Mustafa_Yılmaz.txt
Soru -Cevap -- Necdet Içel,https://www.youtube.com/watch?v=V_0CNmPtP1s,V_0CNmPtP1s,Nur Neva ,2023-06-26,tr,otomatik,549_Soru_Cevap_Necdet_Içel.txt
Kastamonu Lahikasından Önemli Bir Mektup -- Seyid Nurfethi Erkal,https://www.youtube.com/watch?v=C7SLUW5F0HI,C7SLUW5F0HI,Nur Neva ,2023-06-23,tr,otomatik,550_Kastamonu_Lahikasından_Önemli_Bir_Mektup_Seyid_Nurfethi_Erkal.txt
Kur'an' dan Idrake Yansıyanlar- Kehf Süresi: 19-24  -- Dr. Hüseyin Kara,https://www.youtube.com/watch?v=dM_09NI_sUg,dM_09NI_sUg,Nur Neva ,2023-06-20,tr,otomatik,551_Kur'an'_dan_Idrake_Yansıyanlar_Kehf_Süresi_19_24_Dr._Hüseyin_Kara.txt
Istikamet Şehidi Binbaşı Asım Bey -- Ahmet Ersöz,https://www.youtube.com/watch?v=56_r-mwuf4k,56_r-mwuf4k,Nur Neva ,2023-06-20,tr,otomatik,552_Istikamet_Şehidi_Binbaşı_Asım_Bey_Ahmet_Ersöz.txt
UHUVET RISALESI -- Prof. Dr. Ibrahim Hasgür,https://www.youtube.com/watch?v=6CWCq314xYc,6CWCq314xYc,Nur Neva ,2023-06-19,tr,otomatik,553_UHUVET_RISALESI_Prof._Dr._Ibrahim_Hasgür.txt
Hocaefendi Retoriği Anlatım ve Ifade Estetiği-- M.Nedim Hazar,https://www.youtube.com/watch?v=S1vbTyZ6DE4,S1vbTyZ6DE4,Nur Neva ,2023-06-18,tr,otomatik,554_Hocaefendi_Retoriği_Anlatım_ve_Ifade_Estetiği_M.Nedim_Hazar.txt
Mekanların Değeri -- Prof. Dr. Mehmet Ateş,https://www.youtube.com/watch?v=-IOU01P2Nys,-IOU01P2Nys,Nur Neva ,2023-06-15,tr,otomatik,555_Mekanların_Değeri_Prof._Dr._Mehmet_Ateş.txt
Bir Hatip ve Edip Olarak Hocaefendi’nin Iç Dünyası -- Cemal Türk,https://www.youtube.com/watch?v=HkRwvRMVlE4,HkRwvRMVlE4,Nur Neva ,2023-06-14,tr,otomatik,556_Bir_Hatip_ve_Edip_Olarak_Hocaefendi’nin_Iç_Dünyası_Cemal_Türk.txt
DERTLEŞELIM -- NECDET IÇEL,https://www.youtube.com/watch?v=0hqtWpyl6uA,0hqtWpyl6uA,Nur Neva ,2023-06-14,tr,otomatik,557_DERTLEŞELIM_NECDET_IÇEL.txt
Bir Hatip ve Edip Olarak Hocaefendi’nin Üslubu -- Cemal Türk,https://www.youtube.com/watch?v=PnGydw4n1F8,PnGydw4n1F8,Nur Neva ,2023-06-12,tr,otomatik,558_Bir_Hatip_ve_Edip_Olarak_Hocaefendi’nin_Üslubu_Cemal_Türk.txt
Hz. Üstadın Talebeleri -- Yüzbaşı Re'fet Ağabey -- Ahmet Ersöz,https://www.youtube.com/watch?v=FswTsNtPkqo,FswTsNtPkqo,Nur Neva ,2023-06-10,tr,otomatik,559_Hz._Üstadın_Talebeleri_Yüzbaşı_Re'fet_Ağabey_Ahmet_Ersöz.txt
İslam’ın Bilimsel Altın  Çağının Tetikleyicisi Olma Yönüyle İlk Siyasi İhtilafları --EYUP ENSAR UĞUR,https://www.youtube.com/watch?v=a8y6v9zwkjQ,a8y6v9zwkjQ,Nur Neva ,2023-06-09,tr,otomatik,560_İslam’ın_Bilimsel_Altın_Çağının_Tetikleyicisi_Olma_Yönüyle_İlk_Siyasi_İhtilaflar.txt
Bir Fincan Kahve - Sohbet/Ziyaret -- Prof. Dr. Suat Yıldırım / Prof. Dr. ÖMER OKUMUŞ,https://www.youtube.com/watch?v=8aCiKvWPkxw,8aCiKvWPkxw,Nur Neva ,2023-06-08,tr,otomatik,561_Bir_Fincan_Kahve_Sohbet_Ziyaret_Prof._Dr._Suat_Yıldırım_Prof._Dr._ÖMER_OKUMUŞ.txt
Peygamber Efendimiz'in (sav) Problem Çözmedeki Usul ve Yaklaşımları -- Dr. Fatih Açik,https://www.youtube.com/watch?v=FT3foaPnu2Q,FT3foaPnu2Q,Nur Neva ,2023-06-07,tr,otomatik,562_Peygamber_Efendimiz'in_(sav)_Problem_Çözmedeki_Usul_ve_Yaklaşımları_Dr._Fatih_Aç.txt
Uhuvet Risalesi -- Prof.Dr. Ibrahim Hasgür,https://www.youtube.com/watch?v=qtT6UDlx_PE,qtT6UDlx_PE,Nur Neva ,2023-06-07,tr,otomatik,563_Uhuvet_Risalesi_Prof.Dr._Ibrahim_Hasgür.txt
Farklı açılardan Hüsn-ü Zan ve Sû-i zan Meseleleri -- Mehmet Akar,https://www.youtube.com/watch?v=0dDmUrj76kY,0dDmUrj76kY,Nur Neva ,2023-06-07,tr,otomatik,564_Farklı_açılardan_Hüsn_ü_Zan_ve_Sû_i_zan_Meseleleri_Mehmet_Akar.txt
Güncel Kelami Sorular -- Dr. Ömer Atilla Ergi,https://www.youtube.com/watch?v=P1XSsourzlw,P1XSsourzlw,Nur Neva ,2023-06-06,tr,otomatik,565_Güncel_Kelami_Sorular_Dr._Ömer_Atilla_Ergi.txt
Huzur mu? Mutluluk mu? -- Dr. Mehmet Yavuz Şeker,https://www.youtube.com/watch?v=R-LgvBXehZo,R-LgvBXehZo,Nur Neva ,2023-06-06,tr,otomatik,566_Huzur_mu_Mutluluk_mu_Dr._Mehmet_Yavuz_Şeker.txt
BEDİÜZZAMAN SAİD NURSİ VE SİYASET -- Seyid NurFethi Erkal,https://www.youtube.com/watch?v=6GHBiEy6FGQ,6GHBiEy6FGQ,Nur Neva ,2023-06-02,tr,otomatik,567_BEDİÜZZAMAN_SAİD_NURSİ_VE_SİYASET_Seyid_NurFethi_Erkal.txt
Gençlerle Hasbihal 1.bölüm -- Prof. Dr. Ayhan Tekineş,https://www.youtube.com/watch?v=NkLOg8IAJ58,NkLOg8IAJ58,Nur Neva ,2023-06-02,tr,otomatik,568_Gençlerle_Hasbihal_1.bölüm_Prof._Dr._Ayhan_Tekineş.txt
Allah cc hakkında Hüsn ü zan,https://www.youtube.com/watch?v=xbSJHn6C_Vc,xbSJHn6C_Vc,Nur Neva ,2023-05-26,tr,otomatik,569_Allah_cc_hakkında_Hüsn_ü_zan.txt
EBU MAHZÛRE veGENÇLERE DAVRANIŞLARIMIZ,https://www.youtube.com/watch?v=YJMghiF6Olg,YJMghiF6Olg,Nur Neva ,2023-05-25,tr,otomatik,570_EBU_MAHZÛRE_veGENÇLERE_DAVRANIŞLARIMIZ.txt
GMT20230429 182439 Recording 1920x1056,https://www.youtube.com/watch?v=2kmGglP-35g,2kmGglP-35g,Nur Neva ,2023-05-08,tr,otomatik,571_GMT20230429_182439_Recording_1920x1056.txt
CEMAATLER VE TARİKATLAR BU SON UYARI!,https://www.youtube.com/watch?v=h_VJwGuS9jk,h_VJwGuS9jk,Nur Neva ,2023-03-14,tr,otomatik,572_CEMAATLER_VE_TARİKATLAR_BU_SON_UYARI!.txt
Kenya Nairobi de bir konferansta konuşan GANDİ BARIŞ AKTİVİSTİ Sudheendra Kulkarni,https://www.youtube.com/watch?v=2kxzZl-F2UM,2kxzZl-F2UM,Nur Neva ,2022-11-24,tr,otomatik,573_Kenya_Nairobi_de_bir_konferansta_konuşan_GANDİ_BARIŞ_AKTİVİSTİ_Sudheendra_Kulkar.txt
SAIR FEREZDAK ve HZ ZEYNEL ABIDIN,https://www.youtube.com/watch?v=acFknpwPC2Q,acFknpwPC2Q,Nur Neva ,2022-06-02,tr,otomatik,574_SAIR_FEREZDAK_ve_HZ_ZEYNEL_ABIDIN.txt
ÖN YARGILI OLMAYALIM BEREKETİ GÖRELİM,https://www.youtube.com/watch?v=UsIamJVP7No,UsIamJVP7No,Nur Neva ,2022-05-11,tr,otomatik,575_ÖN_YARGILI_OLMAYALIM_BEREKETİ_GÖRELİM.txt
"Hastalık, Sıkıntı, Musibet İsabet Etmesi Durumunda ; Celcelutiye Kasidesi",https://www.youtube.com/watch?v=HAAIVkzPZkw,HAAIVkzPZkw,Nur Neva ,2021-09-10,tr,otomatik,"576_Hastalık,_Sıkıntı,_Musibet_İsabet_Etmesi_Durumunda_;_Celcelutiye_Kasidesi.txt"
Çamura Balçığa kurak yerlere Gül dikenlere müjdeler olsun,https://www.youtube.com/watch?v=zMT8uWBhEhU,zMT8uWBhEhU,Nur Neva ,2021-08-11,tr,otomatik,577_Çamura_Balçığa_kurak_yerlere_Gül_dikenlere_müjdeler_olsun.txt
NE KADAR ŞEFKATLİ İSEN O KADAR İMANIN VAR & KARDEŞLİK,https://www.youtube.com/watch?v=U1MH1SVQbJM,U1MH1SVQbJM,Nur Neva ,2021-04-20,tr,otomatik,578_NE_KADAR_ŞEFKATLİ_İSEN_O_KADAR_İMANIN_VAR_&_KARDEŞLİK.txt
"HARUN TOKAK ""SUYA DÜŞEN KAN 4"" TEN",https://www.youtube.com/watch?v=tE4KZcc5atc,tE4KZcc5atc,Nur Neva ,2021-03-21,tr,otomatik,579_HARUN_TOKAK_SUYA_DÜŞEN_KAN_4_TEN.txt
Risale i nur Sohbeti,https://www.youtube.com/watch?v=FOVCuB9kskM,FOVCuB9kskM,Nur Neva ,2020-04-27,tr,otomatik,580_Risale_i_nur_Sohbeti.txt
Risale i nur/Sozler/10. Soz/10. Hakikat,https://www.youtube.com/watch?v=LvGb2byGO0Y,LvGb2byGO0Y,Nur Neva ,2020-04-17,tr,otomatik,581_Risale_i_nur_Sozler_10._Soz_10._Hakikat.txt
